Date and Time,x,y,diameter
2025-01-11 14:42:08,583.4683227539062,443.2117919921875,25.56744956970215
2025-01-11 14:42:08,410.68048095703125,402.11767578125,15.988764762878418
2025-01-11 14:42:08,395.97186279296875,371.740478515625,21.111404418945312
